area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_furnished,furnishingstatus_semi-furnished,furnishingstatus_unfurnished,area_per_room,bath_per_bed,area_per_story,area_per_parking,total_amenities
1.5932203389830508,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0721893809838017,1.0,2.582821468130098,0.6082320324162934,0.0
-0.15481390878909662,1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5273420141928015,-0.49999999999999983,0.5681200281945423,0.43761996161228406,-0.5
-0.5021841691420583,-1.0,1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.589391756325492,4.0,0.1677575269358574,0.01364896566432075,-0.5
-0.38825790669229426,-1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0181786353904367,1.0,0.29906353841506395,0.1526978033695884,0.0
-0.18207233968198497,1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.552549721934207,-0.49999999999999983,0.5367032524418488,0.40435060780550225,-0.5
-0.5539052944260003,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6491792682762616,0.0,0.10814620884100291,-0.04947750053316272,-0.5
-0.9365717281146252,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.2502861451867018,1.9999999999999998,-0.7286275299567012,-0.5165280443591385,0.5
0.17752926786650358,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,-0.22000188519181849,1.9999999999999998,-0.6054777967979056,-0.6220231748062842,0.0
-0.8827538004543072,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0293147327740602,0.0,-0.839861712482798,-0.4508423970995948,0.0
0.7408701729861961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.8475283788696931,0.0,0.2380424932031014,-0.39283429302623163,0.5
-0.4130700681460772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,-0.9526951510173307,1.0,-0.4269459268955795,-0.8623018411885974,0.5
0.37043508649309803,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.04160887656033289,1.9999999999999998,-0.5498942704662169,1.0786948176583493,0.0
0.6482614013629215,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.2153158369578391,1.9999999999999998,-0.2516698553351459,1.417786308381318,0.5
-0.021666957889218942,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,-0.03393345272881517,0.0,-0.20138958815829222,-0.7030639084381887,0.5
0.5993360125808143,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5403363720830028,1.0,0.15647970999899305,1.3580720835999147,-0.5
0.47352786999825264,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.053727966820624015,1.9999999999999998,0.08397945826200785,-0.07506931115376413,0.5
2.8848506028306833,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.3258823370992294,0.0,4.071493303796194,0.4794199189592664,-0.5
-0.13035121439804298,1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5047197123735914,-0.49999999999999983,0.5963145705367032,0.4674770740029857,-0.5
-0.9005766206535034,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.7714474233467543,1.0,-0.7078844023763972,-0.472595436127106,0.5
-0.35470906867027785,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06988675383434552,1.0,0.337730339341456,0.19364470036255066,0.0
-0.39664511619779835,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,-0.4673929143718946,0.0,0.2893968381834659,-0.8556195350821071,0.0
-0.2914555303162677,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16737810215046517,1.0,0.4106333702547578,0.2708466624013649,-0.5
-0.36519308055215793,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.43103564359102126,0.0,-0.39935555331789346,-0.5869055235657923,-1.0
-0.8673772496942164,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0115400670589665,0.0,-0.6887523915013594,-0.43207506931115375,-0.5
-0.8740171238860738,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0192154908904842,0.0,-0.6925787936763669,-0.4401791426743442,0.5
1.513541848680762,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.5320280624267807,1.0,-0.22052159903333,-0.07848155256984432,0.0
-0.8467586929931854,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.9877058562137272,0.0,-0.8260329607625952,-0.4069097888675624,1.0
-0.5895509348243928,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.29207007527301626,1.0,0.06706273285671131,-0.7238217103860098,-0.5
0.15062030403634458,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16522359721530241,0.0,0.9201490282952371,0.8104073363190446,-1.0
-0.3802201642495195,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,-0.7357903666698089,1.9999999999999998,-0.40801530560870003,-0.8489372289756166,0.0
2.958238686003844,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.4107159689212674,0.0,4.156076930822676,0.509277031349968,-0.5
1.0134544819150795,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1626247256372626,0.0,1.914610814620884,1.8635103433567926,1.0
-0.009785077756421458,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6015108465857831,1.0,0.7352733863659249,0.6146299850714438,-0.5
1.322383365367814,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.060422321440594305,2.5,-0.2756016513946229,-0.15625222151133866,0.5
-0.09016250218416914,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.47762681281391817,1.0,0.6426341758131104,-0.419065898912348,-0.5
-0.12790494495893762,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.4194551795645207,1.0,0.5991340247709194,-0.7462856330418711,0.0
-0.09610344225056788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1199789935768822,0.0,-0.24428557043600846,0.509277031349968,-0.5
0.8719203215096977,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.03756917980690251,1.0,-0.1657436310542745,-0.3395180208999787,0.5
0.6884501135767954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7869329275682375,0.0,0.20783405497935756,1.4668372787374706,-0.5
0.04368338284116722,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04160887656033289,0.0,0.7968986003423623,0.6798891021539774,0.5
-0.890791542897082,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.2079501232107512,1.9999999999999998,-0.702245493907965,-0.46065259117082535,-1.0
